,CAS_No,SupplementalRecordUI,Agent,Year,Month,Day,Note,Frequency,DescriptorUI,Source,ConceptUI,RegistryNumber,TermUI,ThesaurusID,QualifierUI,PreviousIndexing,CASN1Name,Concept1UI,Concept2UI,DataSource,FileLocator,NameOfSubstance,Synonyms,RelatedRegistryNumber,ClassificationCode,MolecularFormula,DescriptorName,OtherRegistryNumber,FormulaFragment,SuperListName,SuperlistClassCode,InternetLocator,SuperlistLocator,MixtureName,GroupNo,Volume,id
102,10361769,,"Potassium monopersulfate||Peroxymonosulfuric acid, dipotassium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,128861
103,10380286,,"Copper 8-hydroxyquinoline, Copper 8-quinolinolate|Oxine-copper||Copper oxinate|Cupric 8-hydroxyquinolate|Bis(8-quinolinolato-N(1),O(8)) copper|Bis(8-quinolinolato)copper|Copper oxyquinolate|Quinolinol, copper(II) chelate|Bis(8-oxyquinoline) copper|Copper oxine|Copper quinolate|Copper, bis(8-quinolinolato-N1,O8)-, (9CI)|Copper 8-hydroxyquinoline|Oxine-Cu|Bioquin|Cunilate 2472|Fruitdo|Dokivin|Cellu-Quin|Copper-8|Milmer",1987,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"15, Sup 7",024002
104,10389501,,"Methylamino)-3,5-xylyl methylcarbamate||Dimethyl-4-(methylamino)phenyl methylcarbamate|Phenol, 3,5-dimethyl-4-(methylamino)-, methylcarbamate (ester)|Carbamic acid, methyl-, 4-(methylamino)-3,5-xylyl ester",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,205500
105,103902,,"Paracetamol, Benzoic acid, 2,3,5,6-tetrachloro-, Acetaminophen (see Paracetamol), Paracetamol (Acetaminophen), Acetaminophen||N-(4-hydroxyphenyl)acetamide|Acetamidophenol",1999,,,"Semisynthetic derivative of ergot (Claviceps purpurea). It has complex effects on serotonergic systems including antagonism at some peripheral serotonin receptors, both agonist and antagonist actions at central nervous system serotonin receptors, and possibly effects on serotonin turnover. It is a potent hallucinogen, but the mechanisms of that effect are not well understood., Analgesic antipyretic derivative of acetanilide. It has weak anti-inflammatory properties and is used as a common analgesic, but may cause liver, blood cell, and kidney damage.",,,"PubMed Toxicology, SIS, EINECS, HSDB, TSCAINV, RTECS, MeSH, IARC, NLM, DEA",,,,,,,,,,"chemid.xml, List_of_Classifications.xls, List_of_Classifications.xls, PPIS/chemname.zip","DrugPortal, PubMed Health, MeSH Heading, LactMed, MedlinePlusDrug Mob, LactMed Mob, PubMed Mob, LiverTox, MedlinePlusDrug, HSDB Mob, PubMed AIDS, PubChem, MeSH, DailyMed, Pillbox, DART, DailyMed Mob, Haz-Map, GENETOX, PubMed, PubMed Toxicology, TOXLINE Mob, PubMed Central Mob, TOXLINE, ClinicalTrials.gov, EMIC, MedlinePlusAll Mob, MedlinePlusAll, PubMed Cancer, CCRIS, HSDB, RTECS, PubMed Central",Acetaminophen USP:JAN,"BRN 1968842, 2,3,5,6-Tetrachlorobenzoic acid, 4-09-00-01011 (Beilstein Handbook Reference), NSC 138837, 2,3,5,6-TBA, EC 203-157-5",53-21-4 (hydrochloride),"Analgesics, Drug / Therapeutic Agent, Central Nervous System Agents, Antipyretics, Mutation Data, Human Data, Tumor Data, Serotonin antagonists, Analgesics, Non-Narcotic, Sensory System Agents, Peripheral Nervous System Agents, Reproductive Effect","C8-H9-N-O2, C20-H25-N3-O",Acetaminophen,"1430221-00-3, 731-40-8, 719293-04-6, 8055-08-1",COMPONENT,DEA No. 9804,"DEA Schedule I, Overall Carcinogenic Evaluation: Group 3","EPA ACToR, EPA SRS, Drugs@FDA, EPA PPIS, DrugDigest, USA.gov Mob, Wikipedia, OSHA Chem, NIOSH ICSC, CAMEO, ChEBI, IUCLID, NTP DBS, NIST WebBook, SRC DATALOG, FDA SRS, eChemPortal, SRC BIODEG, EPA CompTox, EINECS, healthfinder.gov, EPA Envirofacts, CTD, USA.gov, NIAID ChemDB, CPDB, ECHA, DrugBank, healthfinder","DSL, NTPT, TSCAINV, IARC, DEA",Talacen,3,"50, 73",109509
106,10402150,,Copper citrate|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,044005
107,104040791,,"Aminoethoxy)ethanol 3,6-dichloro-o-anisate|Dicamba, diglycoamine salt||Dicamba, DGA salt|Dichloro-o-anisic acid, 2-(2-aminoethoxy)ethanol salt|Benzoic acid, 3,6-dichloro-2-methoxy-, compd with 2-(2-aminoethoxy)ethanol (1:1)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,128931
108,104098499,,"Pyridinecarboxylic acid, 2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-5-methyl-, monoammonium salt, (.+-.)- (9CI)|Imazapic-ammonium (ISO common name)||AC 263222, ammonium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,128943
109,104154,,"Toluene sulfonic acid||Methylbenzenesulfonic acid|Benzenesulfonic acid, 4-methyl-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,079058
110,104206828,,"2-4-(methylsulfonyl)-2-nitrobenzoyl- 1,3-cyclohexanedione (CA INDEX NAME)|Mesotrione (ISO)|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,122990
111,104289,,"Ethoxyethyl p-methoxycinnamate||Cinoxate|Phiasol|Cinnamic acid, p-methoxy-2-ethoxyethyl ester|Methoxyphenyl)-2-propenoic acid, 2-ethoxyethyl ester|Methoxycinnamic acid, 2-ethoxyethyl ester|Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethoxyethyl ester|Giv-Tan F|Sun-Dare",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,076604
112,10433597,,"Sodium 4-(2,4-dichlorophenoxy)butyrate|DB, sodium salt||Dichlorophenoxy)butyric acid, sodium salt|Embutox",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,030804
113,104461,,Propenylanisole|Anethole||Methoxy-4-propenylbenzene|Anise Camphor,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,015604
114,10450698,,"Trimethyl-9-octadecen-1-aminium chloride|Oleyl trimethyl ammonium chloride||Octadecen-1-aminium, N,N,N-trimethyl, chloride, (Z)-|Aliquat 21|Arquad T",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,069101
115,10453868,,"Benzyl-3-furyl)methyl 2,2-dimethyl-3-(2-methylpropenyl)cyclopropanecarboxylate|Resmethrin (ANSI)||Phenylmethyl)-3-furanylmethyl 2,2-dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylate|Bioresmethrin (d-trans isomer)|Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, (5-benzyl-3-furyl)methyl ester (8CI)|Benzyl-3-furylmethyl (+-)-cis,trans-chrysanthemate|Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (5-(phenylmethyl)-3-furanyl)methyl ester (9CI)|Synthrin|NIA-17370|SBP 1382|Benzofuroline|Chrysron|Pynosect|FMC 17370|Pyretherm|Premgard|For-syn|NRDC 104",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,097801
116,104541,,Phenyl-2-propenol|Cinnamyl alcohol||Phenylallyl alcohol|Cinnamic alcohol,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,040512
117,104552,,Cinnamaldehyde||Phenylacrolein|Cinnamic aldehyde|Phenyl-2-propenal|Zimtaldehyde light,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,040506
118,104609,,"Phenylmercuric oleate||Octadecenoato-O)phenylmercury|Mercury, (9-octadecenoato-O)phenyl-, (Z)-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,066022
119,104610,,"Dihydro-5-pentyl-2(3H)-furanone||Furanone, dihydro-5-pentyl-|Amylbutyrolactone|Nonalactone|No-Go, component of (with 122302)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,122301
120,104653341,,"Benzothiopyran-2-one, 3-3-(4-bromo1,1-biphenyl-4-yl)-1,2,3,4- tetrahydro-1-naphthalenyl-4-hydroxy- (9CI) (CA INDEX NAME)|Difethialone||Bromo-4-(biphenyl-1-1)-yl-4)-3-tetrahydro-1,2,3,4-naphthyl-1)-3-hy- droxy-4,2H-1 benzo-thiopyran-one-2|LM-2219",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,128967
121,104676,,"Heptyldihydro-2(3H)-furanone||Furanone, 5-heptyldihydro-|Heptylbutyrolactone|Undecalactone|No-Go, component of (with 122301)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,122302
122,104767,,Ethyl-1-hexanol||Ethylhexyl alcohol,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,079098
123,104786870,,"Dichlorophenoxy)propanoic acid, dimethylamine salt||Propanoic acid, 2-(2,4-dichlorophenoxy)-, (R)-, compd. with N-methylmethanamine (1:1) (9CI) (CA INDEX NAME)|DP, dimethylamine salt|DP-p, DMA salt|Methanamine, N-methyl-,(R)-2-(2,4-dichlorophenoxy)propanoate (9CI)|Dimethylamine salt of (+)-R-2-(2,4-dichlorophenoxy)propanoic acid|Dimethylammonium (R)-2-(2,4-Dichlorophenoxy)propanoate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,031403
124,10486007,,"Sodium perborate (NaBO3) tetrahydrate||Perboric acid (HBO(O2)), sodium salt, tetrahydrate (9CI) (CA INDEX NAME)|Perboric acd (HBO3), sodium salt, tetrahydrate (8CI)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,011108
125,104949,,<i>para</i>-Anisidine,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"27, Sup 7",
126,105113,,<i>para</i>-Benzoquinone dioxime,1999,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"29, Sup 7, 71",
127,105282,,"Heptadecyl-2-imidazoline|Glyoxide||Heptadecylimidazoline|Imidazole, 2-heptadecyl-4,5-dihydro-|Imidazoline, 2-heptadecyl-|Heptadecylglyoxalidine",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,043603
128,10537470,,"Malonoben (ANSI)||Bis(1,1-dimethylethyl)-4-hydroxyphenyl)methylene)propanedinitrile|Propanedinitrile, ((3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)methylene)-|Malononitrile, 3,5-di-tert-butyl-4-hydroxy-benzylidene-|GCP-5126|ENT 27910|S-15126",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,230200
129,10540291,,Tamoxifen,2012,,,NB: There is also conclusive evidence that tamoxifen reduces the risk of contralateral breast cancer in breast cancer patients,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,1,"66, 100A",
130,10543574,,"Tetraacetylethylenediamine||TAED|Tetraacetylethylenediamine|Diacetamide, N.N-ethylenebis- (CAS NAME)|N,N-ethylenebis\x8ddiacetamideÙ",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,004115
131,10548104,,"Phosphorodithioic acid, S-\x8d(1,1-dimethylethyl)sulfinylÙmethyl O,O-diethyl ester (9CI) (CA INDEX NAME)|Terbufos sulfoxide||Phosphorodithioic acid, S-\x8d(tert-butylsulfinyl)methylÙ O,O-diethyl ester (7CI,8CI)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,340205
132,105555,,"<i>N</i>,<i>N</i>-Diethylthiourea",2001,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,79,
133,105602,,Caprolactam,1999,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,4,"39, Sup 7, 71",
134,105650235,,"PhIP (2-Amino-1-methyl-6-phenylimidazo4,5-<i>b</i>pyridine)",1993,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,56,
135,105679,,"Xylenol||Dimethylphenol|Phenol, 2,4-dimethyl-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,086804
136,105726678,,"Methylneodecanamide||Neodecanamide, N-methyl- (9CI) (CA INDEX NAME)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,079052
137,105735715,,"3,7-Dinitrofluoranthene",2014,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"46, 65, 105",
138,105748,,Lauroyl peroxide,1999,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"36, Sup 7, 71",
139,105827789,,"Chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitro-1H-imidazol-2-amine||Imidazol-2-amine, 1-((6-chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitro-|NTN 33893 (see 129099 for correct chemical name)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,129059
140,10588019,,"Sodium dichromate||Chromic acid (H2Cr2O7), disodium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,068304
141,10595956,,<i>N</i>-Nitrosomethylethylamine,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"17, Sup 7",
142,10599903,,Chloramine,2004,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,84,
143,10605104,,"Chloro-2-biphenylol, sodium salt||Sodium 4-chloro-2-phenylphenate|Chloro-2-phenylphenol, sodium salt|Chloro-(1,1-biphenyl)-2-ol, sodium salt|Biphenyl-2-ol, 5-chloro-, sodium salt (9CI)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,062212
144,10605115,,"Chloro-2-biphenylol, sodium salt||Sodium 6-chloro-2-phenylphenate|Chloro-2-phenylphenol, sodium salt|Chloro-(1,1-biphenyl)-2-ol, sodium salt|Biphenyl-2-ol, 3-chloro-, sodium salt (9CI)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,062213
145,10605217,,"Methyl 2-benzimidazolecarbamate|Carbendazim||Benzimidazol-2-ylcarbamic acid, methyl ester|Methyl 1H-benzimidazol-2-yl carbamate|Benzimidazolecarbamic acid, methyl ester|BCM|Methoxycarbonylamino)benzimidazole|MBC|Carbamic acid, 1H-benzimidazole-2-yl-, methyl ester|E-965|BAS 3460|Bavistin|Derosal|Kemdazin|U-32.104|Delsene|Equitdazin|Pillarstin",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,128872
146,106229,,"Dimethyl-6-octen-1-ol|Octen-1-ol, 3,7-dimethyl- (8CI, 9CI) (CA INDEX NAME)||Cephrol|Citronellol|Octen-1-ol, 3,7-dimethyl- (8CI, 9CI) (CA INDEX NAME)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,167004
147,106241,,"Geraniol||Dimethyl-2,6-octadien-1-ol|Octadien-1-ol, 3,7-dimethyl-, (E)-|Geranyl alcohol|Geraniol|Nerol",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,597501
148,106310,,"Butanoic anhydride||Butyric anhydride|Butanoic acid, anhydride",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,077705
149,106467,,"<i>para</i>-Dichlorobenzene, Paradichlorobenzene||Dichlorobenzene|Dichlorobenzene|Benzene, 1,4-dichloro- (9CI)",1999,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,2B,"Sup 7, 73",061501
150,106478,,"<i>para</i>-Chloroaniline, Chloroaniline||Parachloroaniline|Chloroaniline|Chlorobenzenamine|Benzenamine, 4-chloro-",1993,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,2B,57,017203
151,106503,,<i>para</i>-Phenylenediamine,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"16, Sup 7",
152,106514,,"<i>para</i>-Quinone, Quinone|Benzoquinone||Cyclohexadienedione|Cyclohexadiene-1,4-dione",1999,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"15, Sup 7, 71",059805
153,1066304,,"Chromic acetate||Acetic acid, chromium(3+) salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,021102
154,1066337,,"Carbonic acid, monoammonium salt (CAS NAME)||Ammonium bicarbonate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,073401
155,1066451,,Trimethyltin chloride (6CI)|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,600007
156,1066519,,"Aminomethyl)phosphonic acid||Phosphonic acid, (aminomethyl)- (CAS NAME)|Phosphaglycine",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,207800
157,106694,,Hexanetriol|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,482100
158,1067294,,"Bis(tripropyltin) oxide||Tripropyltin oxide|Bis(tri-n-propyltin) oxide|Hexapropyldistannoxane|Distannoxane, hexapropyl-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,083201
159,106876,,4-Vinylcyclohexene diepoxide,1994,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"Sup 7, 60",
160,106887,,"1,2-Epoxybutane",1999,,,NB: Overall evaluation upgraded to Group 2B with supporting evidence from other relevant data,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"47, 71",
161,106898,,"Epichlorohydrin, Epichlorohydrin||Chloro-2,3-epoxypropane|Chloromethyl)oxirane|Oxirane, (chloromethyl)-|Propane, 1-chloro-2,3-epoxy-|Epichlorohydrin|Chloropropylene oxide|Chloromethyl)ethylene oxide|Allyl chloride oxide|Chloromethyloxiran|Epi|Ethylene oxide, (chloromethyl)-|ECH|Glycerol epichlorohydrin|Glycidyl chloride|Propylene oxide, 3-chloro-|Chloropropyl epoxide|Epoxy-3-chloropropane|Epoxypropyl chloride|Chloro-1,2-epoxypropane|Chloro-1,2-propylene oxide|Chloropropene-1,2-oxide|Chloropropylene oxide|SKEKhG",1999,,,NB: Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,2A,"11, Sup 7, 71",097201
162,106934,,"Ethylene dibromide, Ethylene dibromide|EDB||Dibromoethane|Ethane, 1,2-dibromo-|Dibromoethane|Ethylene bromide|Dibromoethylene|Dibromoethane|DBE|Dibromoethane|Glycol dibromide|Pestmaster|Pestmaster EDB-85|Dowfume W-85|Bromofume|Soilbrom-85|EDB-85|Aadibroom|Celmide|Dowfume|Dowfume EDB|Dowfume MC-2|Dowfume W-8|Dowfume W85|Dowfume 40|Bee|Fumo-Gas|Iscobrome D|KopFume|Nephis|NCI-C00522|Soilbrom 40|Soilbrom 90EC|Soilfume|Unifume|Soilbrom 100|Garden Dowfume|ENT-15349",1999,,,NB: Overall evaluation upgraded to Group 2A with supporting evidence from other relevant data,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,2A,"15, Sup 7, 71",042002
163,106945,,1-Bromopropane,2018 ,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,115,
164,106967,,"Propargyl bromide||Propyne, 3-bromo-|Bromopropyne",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,068701
165,106990,,"1,3-Butadiene",2012,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,1,"Sup 7, 54, 71, 97, 100F",
166,10699013,"C015531, C031763, C419503, C008765, C009879","Fungal Proteins, Estane 5714 F1, estane plastic, (239)plutonium hydroxide, paracoccidioidin, butadiene, (239)Pu-hydroxide, tetrafluoroethylene, Plutonium, Polyurethanes, 1,3-butadiene, Fluorocarbons, divinyl, plutonium hydroxide","2001, 1993, 1978, 1974, 1975, 2012, 2013","03, 01, 02, 10, 11","01, 05, 24, 10, 22, 06","estane is urethane rubber\\n  , reduces thromboatherosclerosis & cholesterol atherosclerosis; structure\\n  , RN given refers to parent cpd; structure\\n  ","8, 91, 35, 1, 716","*D005466, D009153, *D005656, *D011005, *D011140","Toxicol Eur Res 1981;3(3):131, Health Phys. 2001 Feb;80(2) :164-9, Yakugaku Zasshi 1979;99(5):521, Obstet Gynecol 45(3):287;1975, Stomatol DDR 27(8):490;1977, Sabouraudia 16(2):93;1978, IARC Sci Publ 19:285;1979, Am J Trop Med Hyg 23(1):87;1974","M0054950, M0052899, M0099583, M0054951, M0378031, M0064874","JSD5FGP5VD, OMW63Z518S, 0","T084953, T129587, T082862, T435352, T129586, T435350, T839019, T084954, T435351, T082902","NLM (1981), NLM (1975), NLM (2001), NLM (1974), NLM (2014), FDA SRS (2013), FDA SRS (2014)",Q000188,"*ANTIGENS, FUNGAL (74-79), BENZENE DERIVATIVES (75-77), PARACOCCIDIOIDES (74-79), *COCCIDIOIDIN (74-92)","Carbamic acid, (6-(trichloroethenyl)imidazo(1,2-a)pyridin-2-yl)-, methyl ester, tetrafluoroethene","M0054909, M0054951","M0054950, M0310950",MeSHSupplemental.xml,,,,,,,,,,,,,,,,,
167,1070037,,"Phosphoric acid, mono(2-ethylhexyl) ester||Ethylhexyl dihydrogen phosphate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,111286
168,107028,,"Acrolein, Propenal|Acrolein||Acrylaldehyde|Allyl aldehyde|Acrylic aldehyde|Prop-2-en-1-al|Propen-1-one|Aqualin|Crolean|Magnacide H|Acquinite|NSC 8819",1995,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"63, Sup 7",000701
169,107040,,Ethylene chlorobromide||Bromo-2-chloroethane,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,042001
170,107051,,Allyl chloride,1999,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"36, Sup 7, 71",
171,107062,,"1,2-Dichloroethane, Ethylene dichloride|EDC||Dichloroethane|Ethane, 1,2-dichloro-|Dichloroethylene|Ethane dichloride|Glycol dichloride|Ethylene dichloride|ENT-1656|Borer sol|Brocide|Destruxol borer-sol|Dichloremulsion|Dowfume|Dutch liquid|Dutch oil|Freon 150",1999,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,2B,"20, Sup 7, 71",042003
172,107131,,"Acrylonitrile, Acrylonitrile||Propenenitrile|Cyanoethylene|Vinyl cyanide|Acritet, component of (with 016501)|Ventox, component of (with 016501)|Acrylon, component of (with 016501)|Carbacryl, component of (with 016501)|Acrylofume, component of (with 016501, 020701 and 081501)",1999,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,2B,71,000601
173,107142,,Chloroacetonitrile,1999,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"52, 71",
174,107153,,"Ethanediamine|Ethylenediamine||Dimethylenediamine|Diaminoethane|Busan 881, component of (with 039002 and 063301)|NCI-C60402",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,004205
175,1071836,,"Glyphosphate, 2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-(1-cyclohexen-1-yl)-1,5-dimethyl-, sodium salt (9CI), Hexobarbital sodium, Barbituric acid, 5-(1-cyclohexen-1-yl)-1,5-dimethyl-, sodium salt, Glyphosate, Phosphonomethyl)glycine|Glyphosate (ANSI)||Glycine, N-(phosphonomethyl)-|CP 67573",2017,,,"A Member of the group of antitumor antibiotics produced by Streptomyces caespitosus. It has antineoplastic action against a variety of tumors, particularly liver, gastrointestinal, and bladder neoplasms. It is used extensively in chemotherapy protocols., Active cpd in herbicidal formulation Roundup; inhibits EC 2.5.1.19, 5-enolpyruvylshikimate-3-phosphate synthase.",,,"SIS, NTPT, EINECS, RTECS, IARC, MeSH, HSDB, NLM, USPDDN",,,,,,,,,,"chemid.xml, List_of_Classifications.xls, PPIS/chemname.zip","DrugPortal, PubMed Mob, HSDB Mob, PubMed AIDS, PubChem, MeSH, DART, Haz-Map, PubMed, PubMed Toxicology, TOXLINE Mob, PubMed Central Mob, TOXLINE, IRIS, EMIC, MedlinePlusAll Mob, ITER, MedlinePlusAll, PubMed Cancer, CCRIS, HSDB, TSCAINV, RTECS, PubMed Central","Glyphosate ANSI:BSI:ISO, Hexobarbital sodium, Hexobarbital sodium salt","""1,5-Dimethyl-5-cyclohexenyl-1-barbituric acid, sodium salt"", Hexobarbital sodium, Sodium 5-(1-cyclohexenyl)-1,5-dimethylbarbiturate, 5-(1-Cyclohexen-1-yl)-1,5-dimethyl-2,4,6(1H,3H,5H)-pyrimidinetrione monosodium salt, Hexenal sodium, Cyclohexenylmethyl-N-methyl barbituric acid sodium salt, Sodium hexabarbital, Narcosan soluble, Evipan sodium, EINECS 200-009-1, Hexanastab, Sodium methylhexabital, Hexobarbitone sodium, Dorico soluble, Evipal Sodium, Methexenyl sodium, Sodium evipal, Sodium 5-(1-cyclohexen-1-yl)-1,5-dimethylbarbiturate, NSC 255103, Sodium hexobarbital, Enhexymal NFN, Sodium N-methyl cyclohexenylmethybarbiturate, 5-(1-Cyclohexen-1-yl)-1,5-dimethylbarbituric acid sodium salt, Privenal, Cyclonal sodium, Sodium methylhexabitol, Sodium hexobarbitone, Hexobarbital soluble, Rebel Garden, Sodium evipan, Noctivane sodium","57-30-7 (mono-hydrochloride salt), 34494-03-6 (mono-hydrochloride salt), 40465-66-5 (mono-ammonium salt), 70393-85-0 (hydrochloride salt)","Human Data, Mutation Data, Tumor Data, Herbicides, Uncoupling Agents, Herbicide, Antifungal Agents, Enzyme Inhibitors, Pesticides, Anti-Infective Agents, Agricultural Chemical, Tumor data","C15-H18-N4-O5, C3-H8-N-O5-P",Mitomycin C,"37337-60-3, 42618-09-7, 7481-68-7, 1585457-94-8, 75241-08-6",Cl-H,Glyphosate,"Threshold Planning Quantity (TPQ) = 500/10000 lb, Overall Carcinogenic Evaluation: Group 2A","EPA ACToR, EPA SRS, EXTOXNET, EPA PPIS, USDA ARS, USA.gov Mob, NIOSH ICSC, CAMEO, ChEBI, IUCLID, NTP DBS, SRC DATALOG, FDA SRS, eChemPortal, EPA CompTox, EINECS, EPA Envirofacts, CTD, USA.gov, NIAID ChemDB, SRC CHEMFATE, PestName, NJ-HSFS","S302, DSL, CA65, NTPT, IARC",Tedral,2A,112,417300
